contentID,headline,categories
www.arkansasonline.com/news/2018/sep/08/humble-dumas-couple-s-gifts-surprise-to-1/,"Humble Dumas couple's gifts surprise town, college",/News/Arkansas/News/News
www.arkansasonline.com/news/2018/aug/29/food-networks-diners-drive-ins-and-dives-stops-lit/,"Central Arkansas brewery confirms appearance on Food Network show 'Diners, Drive-Ins and Dives'","None/Lr, /Entertainment/Features/Food, /News/Arkansas/Arts & Entertainment/TV & Video/TV Shows & Programs, /Food & Drink/Restaurants, /Food & Drink/Cooking & Recipes/Arts & Entertainment/TV & Video/TV Shows & Programs, /Food & Drink/Restaurants, /Food & Drink/Cooking & Recipes"
www.arkansasonline.com/news/2018/sep/01/john-mccain-gets-presidential-farewell-memorial-se/,John McCain gets presidential farewell at memorial service; Trump not in attendance,"/News, /News/National  "
www.arkansasonline.com/news/2018/sep/01/arkansas-man-killed-after-becoming-entangled-combi/,"Arkansas man killed after becoming 'entangled' in farming combine, coroner says","/News, /News/Arkansas/News/News"
www.arkansasonline.com/news/2018/aug/23/high-school-pulls-logo-similar-arkansas-state-red-/,High school pulls logo similar to Arkansas State Red Wolf,"/News/Arkansas/Hot-Springs, /Sports/College/Asu/Jobs & Education/Education/Primary & Secondary Schooling (K-12), /Sports/Team Sports/Jobs & Education/Education/Primary & Secondary Schooling (K-12), /Sports/Team Sports"
www.arkansasonline.com/news/2018/aug/29/arkansas-high-school-principal-resigns-following-c/,Arkansas high school principal resigns after district begins investigation into her conduct,"/News, /News/Arkansas, /News/Arkansas/Education/K-12, /News/Arkansas/Northeast  "
www.arkansasonline.com/news/2018/jul/23/style-consumers-guide-effective-complaining/,Style: A consumer's guide to effective complaining,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/sep/14/mean-and-extreme-20180914/,Mean and extreme,"/Sports, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/sep/30/texas-company-buys-lr-sheraton-hotel-at/,Texas company buys LR Sheraton hotel at I-630 for $10.4M,"/Business, /Business/Arkansas  "
www.arkansasonline.com/news/2018/jul/30/three-players-miss-extended-time-injuries/,Three players to miss extended time with injuries,"/Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest/Sports/Team Sports, /Sports/College Sports/Sports/Team Sports, /Sports/College Sports"
www.arkansasonline.com/news/2018/sep/19/little-rock-teacher-feud-tv-reporter-arrested-day-/,"Little Rock high school coach accused of harassing TV reporter, arrested day after acquittal in separate case","None/Lr, /News, /News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/sep/27/76-year-old-woman-found-nearly-suffocated-covered-/,Police: 76-year-old found covered in feces after weeks alone in Arkansas home; 30 dogs also discovered,/News/Arkansas/Law & Government/Public Safety/Law & Government/Public Safety
www.arkansasonline.com/news/2018/aug/26/governor-signed-bill-geared-to-1-colleg/,Governor signed bill geared to 1 college,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/17/live-video-ua-athletic-director-speaking-little-ro/,LIVE VIDEO: UA athletic director speaking to Little Rock Touchdown Club,"/Sports/College/Razorbacks-College, /Sports/College/Razorbacks/Razobacks-College-Football/Sports/College Sports, /Sports/Team Sports/American Football/Sports/College Sports, /Sports/Team Sports/American Football"
www.arkansasonline.com/news/2018/aug/23/sheriffs-office-man-killed-while-emptying-dumpster/,Superinten,"/News, /News/Arkansas  "
www.arkansasonline.com/news/2018/aug/30/ex-boxer-taylor-jailed-in-assault-20180-1/,Ex-boxer Jermain Taylor jailed in assault at Little Rock home,"/News/Arkansas, /News/Arkansas/Crime/Law & Government/Law & Government"
www.arkansasonline.com/news/2018/sep/06/28-players-suspended-2-fans-arrested-after-fight-h/,28 Arkansas high school football players suspended after in-game brawl; sheriff says 2 fans arrested,"/News, /News/Arkansas, /News/Arkansas/Crime, /News/Arkansas/Southeast  "
www.arkansasonline.com/news/2018/jul/18/former-kark-reporter-rejoin-station-weekend-anchor/,Former Little Rock TV reporter to rejoin station as weekend anchor,"/News, /News/Arkansas/Arts & Entertainment/Arts & Entertainment"
www.arkansasonline.com/news/2018/sep/13/arkansas-college-football-rex-nelsons-picks-weeken/,ARKANSAS COLLEGE FOOTBALL: Rex Nelson's picks in this weekend's games,/Sports/College/Football  
www.arkansasonline.com/news/2018/jul/28/trump-is-invited-to-moscow-putin-says-2/,"Trump is invited to Moscow, Putin says","/News/National, /News/Politics/National, /News/Trump, /News/World  "
www.arkansasonline.com/news/2018/aug/30/lr-man-arrested-after-house-is-shot-air/,Police beat,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/10/softball-coach-given-probation-sex-case/,Arkansas man given probation in sex case involving 15-year-old he met while coaching softball,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/23/the-last-column-i-promise-20180923/,The last column (I promise!),"/Editorial, /Editorial/Columns, /Editorial/Columns/Local/Books & Literature/Books & Literature"
www.arkansasonline.com/news/2018/jul/04/dear-abby-disapproving-son-tries-to-put/,DEAR ABBY: Disapproving son tries to put an end to mother's romance,"/Entertainment/Features, /Entertainment/Features/Northwest, /Features/Columnists/Dear-Abby  "
www.arkansasonline.com/news/2018/aug/19/lonoke-apartment-fire-claims-life-of-1-/,Fire at central Arkansas apartment complex claims life of 1 person,/News/Arkansas  
www.arkansasonline.com/news/2018/aug/31/long-jumper-who-won-3-ncaa-championships-ua-2016-t/,Long jumper who won 3 NCAA championships for UA in 2016 tests positive for steroid,/Sports/Pros  
www.arkansasonline.com/news/2018/aug/13/dear-abby-girlfriend-questions-texting-/,DEAR ABBY: Girlfriend questions texting from boyfriend's worried mom,"/Entertainment/Features, /Entertainment/Features/Northwest, /Features/Columnists/Dear-Abby  "
www.arkansasonline.com/news/2018/aug/02/free-after-25-years-lr-man-latest-kille/,"Free after 25 years, LR man latest killer-as-teen to have life term cut","/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/25/gop-lawmakers-introduce-articles-impeachment-again/,House Republicans move to impeach deputy attorney general,"/News/National, /News/Politics/National/News/Politics, /Law & Government/Government/News/Politics, /Law & Government/Government"
www.arkansasonline.com/news/2018/jul/03/jacksonville-couple-ties-knot-disneys-fairy-tale-w/,PHOTO: Central Arkansas couple's wedding at Disney World featured on TV show,"/Entertainment, /News, /News/Arkansas, /News/Arkansas/Central  "
www.arkansasonline.com/news/2018/sep/10/health-reasons-behind-reporters-departure-little-r/,Reporter leaving Little Rock TV station for health reasons,"None/Lr, /News, /News/Arkansas, /News/Arkansas/Localmedia/Arts & Entertainment/Arts & Entertainment"
www.arkansasonline.com/news/2018/jul/13/attorney-jailed-in-theft-case-in-court-/,Attorney jailed in theft case in court,"/News/Arkansas, /News/Arkansas/Crime/Law & Government/Legal/Law & Government/Legal"
www.arkansasonline.com/news/2018/jul/24/former-arkansas-teacher-who-secretly-recorded-boys/,Former Arkansas teacher who secretly recorded boys in school bathroom gets 4 years in prison,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/31/information-wanted-1997-garland-county-murders/,"21 years after Arkansas couple found dead, authorities seeking answers","/News, /News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/10/ua-falls-to-78-in-colleges-rankings-201-1/,UA falls to 78 in colleges' rankings,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/23/legislators-report-loans-among-peers-20/,Arkansas legislators report loans among peers,"/News/Arkansas, /News/Politics/Arkansas/Law & Government/Government, /News/Politics, /Business & Industrial/Law & Government/Government, /News/Politics, /Business & Industrial"
www.arkansasonline.com/news/2018/aug/23/ag-releases-8-pages-from-her-dhs-file-2/,AG releases 8 pages from her DHS file,"/News/Arkansas, /News/Uselections, /News/Politics/Arkansas  "
www.arkansasonline.com/news/2018/aug/09/call-dibs-on-the-ribs-at-smoke-shack-20/,Call dibs on the ribs at Smoke Shack,"/Entertainment/Dining, /Entertainment/Out-About,   "
www.arkansasonline.com/news/2018/jul/27/girls-investigate-jobs-in-stem-at-lr-ca/,Girls investigate jobs in STEM at LR camp,/News/Arkansas/Science/Science
www.arkansasonline.com/news/2018/aug/29/grubs-bar-and-grille-open-little-rock-location/,Northwest Arkansas restaurant chain opening location in west Little Rock,"None/Lr, /Entertainment/Dining, /News, /News/Arkansas, /News/Arkansas/Central/Food & Drink/Restaurants/Food & Drink/Restaurants"
www.arkansasonline.com/news/2018/sep/24/agency-says-2-headed-snake-may-go-educational-faci/,Agency says 2-headed snake may go to educational facility,/Apoddities  
www.arkansasonline.com/news/2018/aug/14/masked-burglars-hit-two-little-rock-restaurants-po/,"Masked burglars break into 2 eateries in same Little Rock shopping center, police say","None/Lr, /News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/06/latest-kavanaugh-email-disputes-roe-settled-law/,LATEST: Black caucus urges senators to reject Supreme Court nominee,"/News/National/News/Politics, /Law & Government/Government/Courts & Judiciary/News/Politics, /Law & Government/Government/Courts & Judiciary"
www.arkansasonline.com/news/2018/aug/10/robbed-phone-while-parking-lot-west-little-rock-ta/,"Robbed of phone while in parking lot of west Little Rock Target, 55-year-old tells police","None/Lr, /News/Arkansas, /News/Arkansas/Crime/Law & Government/Public Safety/Law & Government/Public Safety"
www.arkansasonline.com/news/2018/sep/21/6-justices-charged-over-griffen-case-20/,6 justices charged over Griffen case,/News/Arkansas  
www.arkansasonline.com/news/2018/aug/06/bonnin-transferring-texas-tech/,Bonnin transferring to Texas Tech,"/Sports/College/Razorbacks/Razorbacks-College-Baseball, /Sports/College/Razorbacks/Razobacks-College-Latest/Sports/Team Sports/Baseball/Sports/Team Sports/Baseball"
www.arkansasonline.com/news/2018/aug/15/u-s-keep-reports-mom-seeks-veiled-20180/,U.S.: Keep reports mom seeks veiled,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/07/shelton-s-graft-role-sentence-is-6-year/,Shelton's graft-role sentence is 6 years,/News/Arkansas  
www.arkansasonline.com/news/2018/aug/14/arkansan-woman-loses-control-vehicle-after-tire-bl/,"Arkansas woman loses control of vehicle after tire blows out, dies in crash","/News/Arkansas, /News/Arkansas/Northwest, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/sep/12/frontier-airlines-will-begin-nonstop-service-orlan/,Little Rock airport to offer new nonstop flight,"None/Lr, /Business/Arkansas, /News/Arkansas/Travel/Air Travel/Travel/Air Travel"
www.arkansasonline.com/news/2018/sep/23/a-cancer-on-the-court-20180923/,A cancer on the court,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local  "
www.arkansasonline.com/news/2018/jul/04/lr-warehouse-businesses-now-new-estem-s/,"LR warehouse, businesses now new eSTEM schools",/News/Arkansas  
www.arkansasonline.com/news/2018/aug/24/ask-the-criminals-20180824/,Ask the criminals,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local  "
www.arkansasonline.com/news/2018/sep/19/trump-says-hard-imagine-kavanaugh-did-wrong-hillar/,Trump says 'hard' to imagine Kavanaugh did wrong; Hillary Clinton calls for FBI probe,"/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/aug/31/authorities-3-little-rock-motorcycle-officers-invo/,"PHOTOS: 3 Little Rock motorcycle officers involved in crash, authorities say; 2 hurt","None/Lr, /News/Arkansas/Law & Government/Public Safety/Law & Government/Public Safety"
www.arkansasonline.com/news/2018/sep/05/proposed-casino-amendment-qualifies-arkansas-ballo/,"Proposed casino amendment qualifies for Arkansas ballot, secretary of state says","/News/Arkansas, None/Zballot18  "
www.arkansasonline.com/news/2018/aug/21/police-identify-mother-found-dead-arkansas-highway/,Police identify mother found dead off Arkansas highway; toddler sons safe after crash,"/News, /News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/aug/21/michael-cohen-trumps-former-personal-attorney-reac/,"Cohen pleads guilty, says hush money paid to influence election",/News/National  
www.arkansasonline.com/news/2018/aug/21/little-rock-baby-store-pickles-ice-cream-close-aft/,"Little Rock baby store to close after nearly 30 years in business, owner says","None/Lr, /News, /News/Arkansas, /News/Arkansas/Central/People & Society/Family & Relationships/Family, /Home & Garden/People & Society/Family & Relationships/Family, /Home & Garden"
www.arkansasonline.com/news/2018/aug/21/trial-begins-little-rock-man-accused-killing-boy-3/,"Closing arguments set in trial of Little Rock man accused of killing boy, 3, in road-rage shooting","/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/27/with-moderate-expectations-can-morris-h/,"With moderate expectations, can Morris' Hogs surprise?","/Sports, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/Columnists/Hog-Calls  "
www.arkansasonline.com/news/2018/aug/26/razorbacks-place-3-scholarship/,Razorbacks place 3 on scholarship,"/Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/sep/23/tiger-woods-caps-amazing-comeback-win/,Tiger Woods caps off amazing comeback with a win,/Sports/Pros/Golf  
www.arkansasonline.com/news/2018/sep/23/thursday-hearing-kavanaugh-accuser-stuck-last-deta/,"Kavanaugh, Ford will testify in open hearing Thursday",/News/Politics  
www.arkansasonline.com/news/2018/sep/05/latest-liberals-urge-democrats-unify-against-kavan/,LATEST: Demonstrators disrupt day 2 of Kavanaugh hearing,/News/National  
www.arkansasonline.com/news/2018/sep/24/child-s-gun-death-called-accidental-201/,Child's gun death at Little Rock home called accidental,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/23/hollywood-hair-is-wig-guru-s-flair-2018/,Hollywood hair is wig guru's flair,"/News/Arkansas, /News/Arkansas/Columnists/Arts & Entertainment/Arts & Entertainment"
www.arkansasonline.com/news/2018/sep/21/arkansas-woman-accused-starving-3-dogs-death-gets-/,Arkansas woman accused of starving 3 dogs to death gets probation; 1 animal found in taped-shut container,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/31/facebook-finds-sophisticated-efforts-disrupt-elect/,Facebook finds 'sophisticated' efforts to disrupt elections,"/Business/National, /News/National  "
www.arkansasonline.com/news/2018/aug/26/alison-miller-melson-20180826/,HIGH PROFILE: Entergy communications manager Alison Miller Melson,"/Entertainment/Features/Highprofile, /News/News"
www.arkansasonline.com/news/2018/sep/23/arkansan-still-in-prison-in-qatar-convi/,Arkansan geophysicist still serving life sentence in Middle East prison after being convicted as spy,"/News/Arkansas, /News/World/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/aug/30/trump-cancels-pay-raise-due-federal-workers-januar/,Trump cancels pay raise due to federal workers in January,"/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/sep/30/defense-picks-up-play-but-ua-not-there-/,"Defense picks up play, but UA not there yet","/Sports, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/Columnists, /Sports/Columnists/Like-It-Is  "
www.arkansasonline.com/news/2018/aug/10/canadian-police-say-least-4-dead-shooting/,"PHOTOS: Shooting in Canadian city leaves 4 dead, including 2 police officers",/News/World  
www.arkansasonline.com/news/2018/sep/12/dear-abby-man-s-social-anxieties-prolon/,DEAR ABBY: Man's social anxieties prolong his loneliness,"/Entertainment/Features/Highprofile, /Entertainment/Features/Northwest  "
www.arkansasonline.com/news/2018/aug/31/police-man-shocked-stun-gun-during-robbery-little-/,Police: Little Rock man shocked with stun gun during robbery; assailants believed to have carjacked teen hours before,"None/Lr, /News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/25/11-year-old-girl-catches-piranha-relative-oklahoma/,11-year-old girl catches piranha relative in Oklahoma lake; fish has human-like teeth,"[News] /region/Oklahoma,   "
www.arkansasonline.com/news/2018/sep/06/teen-arrested-connection-slaying-elderly-arkansas-/,Teen arrested in slayings of elderly Arkansas couple,"/News, /News/Arkansas, /News/Arkansas/Crime, /News/Arkansas/Fort-Smith, /News/Arkansas/Northwest  "
www.arkansasonline.com/news/2018/aug/20/body-discovered-in-submerged-car-201808/,PHOTOS: Body discovered in submerged car in North Little Rock,"/News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/jul/21/overnight-storms-knock-out-power-more-50000-arkans/,"Overnight storms knock out power to more than 50,000 Arkansas customers","/News, /News/Arkansas/News/Weather/News/Weather"
www.arkansasonline.com/news/2018/aug/16/live-updates-chad-morris-recaps-day-12-fall-camp/,Everything Chad Morris said after Day 12 of fall camp,"/Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/sep/07/1-killed-1-hurt-head-collision-arkansas-highway-1-/,"1 killed, 1 hurt in head-on collision on Arkansas highway; 1 pickup was trying to pass, police say","/News/Arkansas, /News/Fatalwrecks/News/News"
www.arkansasonline.com/news/2018/sep/07/sheriffs-office-arkansas-woman-charged-arson-fire-/,Sheriff's office: Arkansan charged with arson in fire that burned boyfriend's home,"/News, /News/Arkansas, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/sep/07/dallas-officer-mistakes-apartment-own-kills-man-po/,"Dallas officer mistakes apartment for own, kills man, police say; 26-year-old graduated from Arkansas university in 2016","/News/Arkansas, /News/National  "
www.arkansasonline.com/news/2018/aug/03/former-arkansas-state-senator-begins-federal-priso/,Former Arkansas state senator begins federal prison sentence,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/15/firm-buys-piece-of-parking-lot-on-bowma/,REAL ESTATE TRANSACTIONS: Firm buys piece of parking lot on Little Rock's Bowman Road for $2.4M,"/Business, /Business/Arkansas  "
www.arkansasonline.com/news/2018/jul/30/police-arkansas-woman-dies-crash-i-40-new-mexico/,Police: Arkansas woman dies in crash on I-40 in New Mexico,"/News/Arkansas, /News/Fatalwrecks/News/News"
www.arkansasonline.com/news/2018/sep/05/judge-says-he-will-consider-1m-grant-firm-run-lobb/,Judge says he will consider $1M grant to firm run by lobbyist in sentencing of ex-Arkansas lawmaker,"/News/Arkansas, /News/Arkansas/Crime, /News/Politics/Arkansas/News/Politics, /Law & Government/Government/News/Politics, /Law & Government/Government"
www.arkansasonline.com/news/2018/aug/09/24-year-old-arkansan-accused-sexually-assaulting-2/,24-year-old Arkansan accused of sexually assaulting 2 children at daycare,"/News/Arkansas, /News/Arkansas/Crime, /News/Arkansas/Northwest, /News/Arkansas/Northwest/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/jul/27/outgoing-director-uams-cancer-institute-accepts-jo/,Outgoing director of UAMS cancer institute accepts job at CHI St. Vincent,"None/Lr, /News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Central/Metro/Health, /Jobs & Education/Education/Colleges & Universities/Health, /Jobs & Education/Education/Colleges & Universities"
www.arkansasonline.com/news/2018/aug/09/fox16-sports-director-join-1037-buzz-sports-radio-/,"Little Rock TV station's sports director to join radio show, replacing former Hog star","None/Lr, /News/Arkansas, /News/Arkansas/Localmedia/Sports/College Sports, /Arts & Entertainment/Music & Audio, /Sports/Team Sports/American Football/Sports/College Sports, /Arts & Entertainment/Music & Audio, /Sports/Team Sports/American Football"
www.arkansasonline.com/news/2018/aug/16/morris-aims-to-emulate-broyles-era-recr/,Morris aims to emulate Broyles-era recruiting prowess,"None/Recruiting, /Sports, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/College/Razorbacks/Razobacks-College-Recruiting  "
www.arkansasonline.com/news/2018/sep/18/2-northwest-arkansas-women-plead-guilty-separate-a/,2 Northwest Arkansas women plead guilty in separate adoption cases,"/News/Arkansas, /News/Arkansas/Crime, /News/Arkansas/Northwest, /News/Arkansas/Northwest/Crime/News/News"
www.arkansasonline.com/news/2018/aug/22/behind-on-rent-lessee-abandons-dogpatch/,"Behind on rent, lessee abandons Dogpatch; park’s owner says $29,000 owed in deal",/News/Arkansas/News/News
www.arkansasonline.com/news/2018/sep/05/state-sports-briefs/,State sports briefs,/Sports  
www.arkansasonline.com/news/2018/sep/05/lr-death-deemed-a-homicide-20180905/,LR death deemed a homicide,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/18/lawsuit-seeks-stop-i-630-widening-project-little-r/,Lawsuit seeks to stop I-630 widening project in Little Rock,/News/Arkansas  
www.arkansasonline.com/news/2018/jul/25/judge-rejects-effort-to-block-i-630-wor/,Judge rejects effort to block I-630 work,/News/Arkansas  
www.arkansasonline.com/news/2018/aug/08/hepatitis-case-northwest-arkansas-restaurant-not-b/,Hepatitis A case confirmed at Northwest Arkansas restaurant; officials don't believe it's tied to outbreak,"/News, /News/Arkansas, /News/Arkansas/Northwest  "
www.arkansasonline.com/news/2018/jul/08/exec-acxiom-won-t-vanish-20180708/,"Acxiom's central Arkansas campus will still be hub after transaction closes, executive says","/Business, /Business/Arkansas, /Business/Arkansas/Acxiom,   "
www.arkansasonline.com/news/2018/aug/17/relative-saw-baby-abused-police-say-201/,"Police: Woman charged in death said she hated baby, blew smoke in infant's face, relative says","/News/Arkansas, /News/Arkansas/Crime/News/News"
www.arkansasonline.com/news/2018/sep/04/33-year-old-woman-dies-fatal-crash-central-arkansa/,"Head-on collision on Arkansas highway bridge kills woman, 33","/News, /News/Arkansas, /News/Arkansas/Central, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/aug/31/5-things-watch-chad-morris-first-game-razorback-co/,5 things to watch in Chad Morris' first game as Razorback coach,"/Sports/College/Razorbacks-College, /Sports/College/Razorbacks/Razobacks-College-Football  "
www.arkansasonline.com/news/2018/jul/09/28-year-council-member-nears-retirement/,28-year council member nears retirement in NLR,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/04/scrap-830-rules-agencies-advise-2018090/,"Scrap more than 800 rules, state agencies advise",/News/Arkansas  
www.arkansasonline.com/news/2018/jul/06/man-walking-state-highway-central-arkansas-fatally/,Man walking on state highway in central Arkansas fatally struck by vehicle,"/News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/sep/26/arkansas-leading-rusher-doubtful-texas-m-game-coac/,"Arkansas' leading rusher doubtful for Texas A&M game, coach says","/Sports/College/Razorbacks-College, /Sports/College/Razorbacks/Razobacks-College-Football  "
www.arkansasonline.com/news/2018/sep/01/indicted-sen-hutchinson-resigns-2018090/,"Indicted on fraud charges, state Sen. Jeremy Hutchinson resigns","/News/National, /News/Politics/News/Politics, /Law & Government/Government/News/Politics, /Law & Government/Government"
www.arkansasonline.com/news/2018/sep/01/failure-to-meet-work-edict-is-set-to-ou/,Failure to meet work edict is set to oust Arkansas Works enrollees,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/16/picked-apart-20180916/,Picked apart: Three QBs throw 6 interceptions as Hogs routed by North Texas,"/Sports, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest/Sports/Team Sports/American Football, /Sports/College Sports, /News/Sports News/Sports/Team Sports/American Football, /Sports/College Sports, /News/Sports News"
www.arkansasonline.com/news/2018/aug/01/trump-calls-sessions-end-muellers-russia-probe-ag-/,Trump calls on Jeff Sessions to end Mueller's Russia probe,"/News/Arkansas, /News/National/News/Politics, /Law & Government/News/Politics, /Law & Government"
www.arkansasonline.com/news/2018/aug/01/brummett-online-call-baby-sitter/,BRUMMETT ONLINE: Call in a baby-sitter,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local, /Editorial/Northwest, /Editorial/Northwest/Politics, /Editorial/Opinion, /Social, /Subscriber/Opinion  "
www.arkansasonline.com/news/2018/jul/17/billionaires-fuel-groups-behind-charter/,Billionaires fuel groups behind charter schools,/News/National/Jobs & Education/Jobs & Education
www.arkansasonline.com/news/2018/jul/26/3-drivers-killed-in-state-accidents-201/,3 drivers killed in state accidents,"/News/Arkansas, /News/Fatalwrecks/News/News"
www.arkansasonline.com/news/2018/sep/19/brummett-online-polarizing-politics/,BRUMMETT ONLINE: Polarizing politics,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local, /Editorial/Northwest, /Editorial/Northwest/Politics, /Editorial/Opinion, /Subscriber/Opinion  "
www.arkansasonline.com/news/2018/aug/12/federal-push-to-curb-gun-violence-goes-/,Federal push to curb gun violence goes after felons,"/News/National, /News/Politics  "
www.arkansasonline.com/news/2018/aug/24/man-arrested-charged-robbery-theft-apple-computer-/,Police: Man accused of stealing computer from Little Rock pawn shop said there was 'stuff in it no one needed to see',"None/Lr, /News, /News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/25/child-assault-suspect-s-history-detaile/,Child-assault suspect's history detailed,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/25/brother-s-killer-gets-30-year-sentence--1/,Little Rock man who gunned down brother with AK-47 gets 30-year sentence,"/News/Arkansas, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice, /Law & Government/Legal/Law & Government/Public Safety/Crime & Justice, /Law & Government/Legal"
www.arkansasonline.com/news/2018/sep/24/new-accusation-rocks-supreme-court-nomination-trum/,Republicans launch full-scale campaign to save Supreme Court nomination,"/News/National, /News/Politics/National  "
